# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Aug 18 04:34:30 2021
#
# CONSTRAINT:  where (ismostprecise = 1
# CONSTRAINT:  and transitduration < 8
# CONSTRAINT:  and transitdepthcalc > 0.4)
#
# COLUMN planetname:     Data Source Planet Name
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN obsname:        Observatory Name
# COLUMN reflink:        Reference
# COLUMN algorithm:      Algorithm
# COLUMN isdefault:      Default Parameters Flag
# COLUMN ismostprecise:  Most-Precise Flag
# COLUMN phase:          Phase
# COLUMN period:         Period [days]
# COLUMN transitduration: Transit Duration [hours]
# COLUMN transitdepthdb: Transit Depth - Measured [percent]
# COLUMN transitdepthcalc: Transit Depth - Calculated [percent]
# COLUMN ttv:            TTV flag
# COLUMN midpointcalendar: Event Midpoint Calendar UT
# COLUMN propmidpointunc: Propagated Midpoint Uncertainty [days]
# COLUMN midpointairmass: Event Midpoint Airmass
# COLUMN targetobsstartcalendar: Target Observability Start Calendar UT
# COLUMN targetobsendcalendar: Target Observability End Calendar UT
# COLUMN fractionobservable: Event Fraction Observable
#
planetname,ra_str,ra,dec_str,dec,obsname,reflink,algorithm,isdefault,ismostprecise,phase,period,transitduration,transitdepthdb,transitdepthcalc,ttv,midpointcalendar,propmidpointunc,midpointairmass,targetobsstartcalendar,targetobsendcalendar,fractionobservable
K2-260 b,05h07m28.16s,76.867332,16d52m03.70s,16.867695,,<a refstr=JOHNSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481..596J/abstract target=ref>Johnson et al. 2018</a>,Transit Ephemeris,1,1,0.000000,2.626666,4.167600,0.947000,0.890596,0,08/20/2021 03:28,0.001204,,,,
K2-45 b,11h18m31.86s,169.632755,-01d46m26.61s,-1.774058,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,Transit Ephemeris,0,1,0.000000,1.729259,1.730000,2.370000,2.334719,0,08/20/2021 03:30,0.000000,,,,
Kepler-1520 b,19h23m51.89s,290.966210,51d30m17.16s,51.504766,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit Ephemeris,1,1,0.000000,0.653554,1.539900,,0.555101,0,08/18/2021 16:03,0.001306,,,,
Kepler-27 c,19h28m56.82s,292.236761,41d05m09.14s,41.085871,,<a refstr=STEFFEN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.421.2342S/abstract target=ref> Steffen et al. 2012 </a>,Transit Ephemeris,1,1,0.000000,31.330900,4.750000,,0.579335,1,09/09/2021 05:54,0.000000,,,,
Kepler-30 c,19h01m08.08s,285.283648,38d56m50.15s,38.947263,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit Ephemeris,0,1,0.000000,60.324886,6.656000,,1.853199,1,09/23/2021 02:39,0.002265,,,,
Kepler-43 b,19h00m57.80s,285.240829,46d40m05.67s,46.668241,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit Ephemeris,0,1,0.000000,3.024093,2.736100,,0.677317,0,08/20/2021 14:56,0.000280,,,,
Kepler-433 b,19h50m22.47s,297.593623,40d58m38.12s,40.977255,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit Ephemeris,0,1,0.000000,5.334083,6.252100,,0.423548,0,08/19/2021 02:41,0.001044,,,,
Kepler-76 b,19h36m46.11s,294.192118,39d37m08.30s,39.618973,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit Ephemeris,0,1,0.000000,1.544929,1.427800,,0.757976,0,08/18/2021 19:09,0.000202,,,,
Kepler-730 b,19h02m13.15s,285.554790,45d34m43.83s,45.578842,,<a refstr=CA_NTILDE_AS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...870L..17C/abstract target=ref>Ca&ntilde;as et al. 2019</a>,Transit Ephemeris,1,1,0.000000,6.491683,4.330000,,0.641804,0,08/21/2021 10:40,0.000000,,,,
Kepler-719 b,19h42m08.66s,295.536063,43d53m03.88s,43.884412,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit Ephemeris,1,1,0.000000,5.007318,4.222300,,0.635279,0,08/21/2021 10:12,0.001309,,,,
Kepler-9 b,19h02m17.76s,285.573990,38d24m02.95s,38.400819,,<a refstr=HOLMAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010Sci...330...51H/abstract target=ref> Holman et al. 2010 </a>,Transit Ephemeris,0,1,0.000000,19.240000,3.822500,,0.678556,1,09/02/2021 15:41,0.000520,,,,
Kepler-9 c,19h02m17.76s,285.573990,38d24m02.95s,38.400819,,<a refstr=HOLMAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010Sci...330...51H/abstract target=ref> Holman et al. 2010 </a>,Transit Ephemeris,0,1,0.000000,38.910000,4.109000,,0.648278,1,09/25/2021 16:38,0.000740,,,,
K2-113 b,01h17m47.83s,19.449286,06d52m08.02s,6.868895,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,Transit Ephemeris,0,1,0.000000,5.817649,3.074400,0.837800,0.796026,0,08/20/2021 00:24,0.009015,,,,
TOI-169 b,01h07m06.89s,16.778688,-75d11m56.20s,-75.198945,,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200305932N/abstract target=ref>Nielsen et al. 2020</a>,Transit Ephemeris,1,1,0.000000,2.255448,1.706400,0.750000,0.750756,0,08/19/2021 15:27,0.003775,,,,
TOI-1728 b,08h02m26.80s,120.611679,64d47m49.75s,64.797153,,<a refstr=KANODIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200614546K/abstract target=ref>Kanodia et al. 2020</a>,Transit Ephemeris,1,1,0.000000,3.491510,1.960000,,0.549963,0,08/20/2021 19:20,0.011156,,,,
TOI-1899 b,19h57m42.44s,299.426847,40d08m36.05s,40.143346,,<a refstr=CA_NTILDE_AS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..147C/abstract target=ref>Ca&ntilde;as et al. 2020</a>,Transit Ephemeris,1,1,0.000000,29.020000,4.670000,,3.790436,0,09/08/2021 23:28,9.361182,,,,
WASP-45 b,00h20m57.06s,5.237757,-35d59m54.47s,-35.998465,,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,Transit Ephemeris,1,1,0.000000,3.126089,1.682400,1.290000,1.292769,0,08/19/2021 06:41,0.001374,,,,
K2-124 b,08h54m33.89s,133.641190,23d07m58.41s,23.132891,,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,Transit Ephemeris,0,1,0.000000,6.414008,1.677600,0.461400,0.469341,0,08/24/2021 16:04,,,,,
TOI-519 b,08h18m25.62s,124.606758,-19d39m46.05s,-19.662792,,<a refstr=PARVIAINEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..16P/abstract target=ref>Parviainen et al. 2021</a>,Transit Ephemeris,1,1,0.000000,1.265233,1.233200,,8.690020,0,08/19/2021 08:42,0.000507,,,,
K2-139 b,19h16m15.97s,289.066528,-17d54m38.48s,-17.910688,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,Transit Ephemeris,0,1,0.000000,28.382460,4.987200,1.109300,0.938778,0,08/28/2021 00:03,0.015300,,,,
K2-14 b,11h52m13.69s,178.057022,02d35m39.28s,2.594245,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,Transit Ephemeris,0,1,0.000000,8.368817,2.520000,1.180000,1.184143,0,08/21/2021 02:59,,,,,
TOI-564 b,08h41m10.84s,130.295153,-16d02m10.78s,-16.036327,,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,Transit Ephemeris,1,1,0.000000,1.651144,1.027200,0.920000,0.928140,0,08/19/2021 15:31,0.010224,,,,
TOI-628 b,06h37m03.13s,99.263061,01d46m03.18s,1.767550,,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210101726R/abstract target=ref>Rodriguez et al. 2021</a>,Transit Ephemeris,1,1,0.000000,3.409568,3.782400,0.657000,0.655901,0,08/21/2021 06:37,0.002070,,,,
TOI-640 b,06h38m56.30s,99.734594,-36d38m46.07s,-36.646130,,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210101726R/abstract target=ref>Rodriguez et al. 2021</a>,Transit Ephemeris,1,1,0.000000,5.003777,3.604800,0.764000,0.764094,0,08/18/2021 23:35,0.001656,,,,
TOI-677 b,09h36m28.65s,144.119359,-50d27m47.14s,-50.463093,,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..145J/abstract target=ref>Jord&aacute;n et al. 2020</a>,Transit Ephemeris,1,1,0.000000,11.236600,2.577600,,0.882313,0,08/19/2021 21:40,0.009080,,,,
WASP-49 b,06h04m21.53s,91.089719,-16d57m55.40s,-16.965390,,<a refstr=WYTTENBACH_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..36W/abstract target=ref>Wyttenbach et al. 2017</a>,Transit Ephemeris,0,1,0.000000,2.781736,2.140000,1.345000,1.406662,0,08/20/2021 17:00,0.001730,,,,
TOI-905 b,15h10m38.08s,227.658675,-71d21m41.87s,-71.361632,,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,Transit Ephemeris,1,1,0.000000,3.739494,2.028000,1.718000,1.718301,0,08/20/2021 19:12,0.008370,,,,
WASP-54 b,13h41m49.02s,205.454246,-00d07m41.42s,-0.128171,,<a refstr=FAEDI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...551A..73F/abstract target=ref> Faedi et al. 2013 </a>,Transit Ephemeris,0,1,0.000000,3.693641,4.471200,0.860000,0.863504,0,08/21/2021 21:14,0.005065,,,,
WASP-59 b,23h18m29.51s,349.622955,24d53m21.40s,24.889277,,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,Transit Ephemeris,1,1,0.000000,7.919585,2.448000,1.690000,1.687926,0,08/23/2021 16:57,0.005100,,,,
TRAPPIST-1 b,23h06m30.33s,346.626392,-05d02m36.46s,-5.043462,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,Transit Ephemeris,1,1,0.000000,1.510871,0.606700,0.726600,0.724144,1,08/18/2021 18:59,0.000943,,,,
TRAPPIST-1 c,23h06m30.33s,346.626392,-05d02m36.46s,-5.043462,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,Transit Ephemeris,1,1,0.000000,2.421823,0.706200,0.687000,0.684689,1,08/18/2021 23:54,0.001708,,,,
TRAPPIST-1 e,23h06m30.33s,346.626392,-05d02m36.46s,-5.043462,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,Transit Ephemeris,1,1,0.000000,6.099615,0.953500,0.519000,0.517429,1,08/21/2021 01:35,0.003603,,,,
TRAPPIST-1 f,23h06m30.33s,346.626392,-05d02m36.46s,-5.043462,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,Transit Ephemeris,1,1,0.000000,9.206690,1.043000,0.673000,0.670499,1,08/21/2021 18:56,0.003125,,,,
TRAPPIST-1 g,23h06m30.33s,346.626392,-05d02m36.46s,-5.043462,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,Transit Ephemeris,1,1,0.000000,12.352940,1.140000,0.782000,0.779854,1,08/30/2021 00:37,0.017610,,,,
WASP-64 b,06h44m27.58s,101.114922,-32d51m30.20s,-32.858388,,<a refstr=GILLON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...552A..82G/abstract target=ref> Gillon et al. 2013 </a>,Transit Ephemeris,1,1,0.000000,1.573292,2.399800,1.522000,1.524020,0,08/18/2021 12:48,0.003953,,,,
WASP-65 b,08h53m17.83s,133.324298,08d31m22.86s,8.523017,,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,Transit Ephemeris,1,1,0.000000,2.311424,2.735000,1.280000,1.280082,0,08/19/2021 13:45,0.002315,,,,
WASP-68 b,20h20m22.97s,305.095724,-19d18m53.02s,-19.314727,,<a refstr=DELREZ_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...563A.143D/abstract target=ref> Delrez et al. 2014 </a>,Transit Ephemeris,0,1,0.000000,5.084298,5.136000,0.570000,0.568514,0,08/19/2021 10:07,0.010575,,,,
WASP-69 b,21h00m06.23s,315.025966,-05d05m41.49s,-5.094857,,<a refstr=CASASAYAS_BARRIS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A.135C/abstract target=ref>Casasayas-Barris et al. 2017</a>,Transit Ephemeris,0,1,0.000000,3.868138,2.229600,,1.785006,0,08/20/2021 06:34,0.001805,,,,
WASP-70 A b,21h01m54.53s,315.477191,-13d26m00.18s,-13.433382,,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,Transit Ephemeris,1,1,0.000000,3.713020,3.333600,0.970000,0.969224,0,08/19/2021 07:27,0.004965,,,,
V1298 Tau b,04h05m19.60s,61.331654,20d09m25.31s,20.157032,,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...79D/abstract target=ref>David et al. 2019</a>,Transit Ephemeris,0,1,0.000000,24.138610,6.420000,0.500000,0.507595,0,08/30/2021 06:31,0.101560,,,,
WASP-76 b,01h46m31.90s,26.632936,02d42m01.40s,2.700389,,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,08/18/2021 18:50,0.002184,,,,
WASP-78 b,04h15m01.50s,63.756266,-22d06m59.00s,-22.116390,,<a refstr=BROWN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B/abstract target=ref>Brown et al. 2017</a>,Transit Ephemeris,0,1,0.000000,2.175173,4.968000,0.820000,0.811465,0,08/18/2021 19:02,0.005060,,,,
WASP-79 b,04h25m29.02s,66.370902,-30d36m01.57s,-30.600436,,<a refstr=BROWN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B/abstract target=ref>Brown et al. 2017</a>,Transit Ephemeris,0,1,0.000000,3.662392,3.816000,1.090000,1.084176,0,08/19/2021 04:27,0.004028,,,,
WASP-80 b,20h12m40.03s,303.166800,-02d08m39.97s,-2.144437,,<a refstr=TRIAUD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.450.2279T/abstract target=ref>Triaud et al. 2015</a>,Transit Ephemeris,1,1,0.000000,3.067852,2.131000,2.937000,3.069069,0,08/21/2021 09:40,0.000824,,,,
WASP-82 b,04h50m38.54s,72.660592,01d53m37.81s,1.893836,,<a refstr=SMITH_2015 href=https://ui.adsabs.harvard.edu/abs/2015AcA....65..117S/abstract target=ref>Smith 2015</a>,Transit Ephemeris,0,1,0.000000,2.705785,4.992000,0.630000,0.627117,0,08/19/2021 00:27,0.002658,,,,
WASP-104 b,10h42m24.57s,160.602369,07d26m06.28s,7.435077,,<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>,Transit Ephemeris,1,1,0.000000,1.755414,1.762100,1.474000,1.472107,0,08/19/2021 23:42,0.003238,,,,
WASP-105 b,01h36m40.29s,24.167869,-50d39m33.51s,-50.659308,,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>,Transit Ephemeris,1,1,0.000000,7.872880,3.720000,1.200000,1.201513,0,08/23/2021 13:25,0.003820,,,,
WASP-107 b,12h33m32.74s,188.386428,-10d08m46.37s,-10.146214,,<a refstr=MO__X10D_NIK_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.469.1622M/abstract target=ref>Mo&#x10D;nik et al. 2017</a>,Transit Ephemeris,0,1,0.000000,5.721492,2.738600,2.091000,2.088739,0,08/23/2021 00:52,0.000161,,,,
WASP-113 b,14h59m29.49s,224.872859,46d57m36.36s,46.960100,,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,Transit Ephemeris,1,1,0.000000,4.542169,4.298400,0.809000,0.810813,0,08/18/2021 23:18,0.002119,,,,
WASP-114 b,21h50m39.77s,327.665695,10d27m46.58s,10.462938,,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.548774,2.782100,0.927000,0.925891,0,08/19/2021 17:41,0.002363,,,,
WASP-118 b,01h18m12.14s,19.550586,02d42m10.02s,2.702785,,<a refstr=MO__X10D_NIK_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.469.1622M/abstract target=ref>Mo&#x10D;nik et al. 2017</a>,Transit Ephemeris,0,1,0.000000,4.046041,4.911400,0.667900,0.667018,0,08/19/2021 13:34,0.001320,,,,
WASP-83 b,12h40m36.47s,190.151956,-19d17m03.67s,-19.284353,,<a refstr=HELLIER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...18H/abstract target=ref>Hellier et al. 2015</a>,Transit Ephemeris,1,1,0.000000,4.971252,3.364800,1.040000,1.035998,0,08/22/2021 00:46,0.011020,,,,
WASP-84 b,08h44m25.68s,131.106996,01d51m35.62s,1.859893,,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800L...9A/abstract target=ref>Anderson et al. 2015</a>,Transit Ephemeris,0,1,0.000000,8.523496,2.768900,1.705000,1.705486,0,08/21/2021 19:45,0.001371,,,,
WASP-88 b,20h38m02.70s,309.511234,-48d27m43.50s,-48.462083,,<a refstr=DELREZ_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...563A.143D/abstract target=ref> Delrez et al. 2014 </a>,Transit Ephemeris,0,1,0.000000,4.954000,6.048000,0.700000,0.705411,0,08/20/2021 15:09,0.012250,,,,
WASP-89 b,20h55m36.01s,313.900026,-18d58m17.07s,-18.971408,,<a refstr=HELLIER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...18H/abstract target=ref>Hellier et al. 2015</a>,Transit Ephemeris,1,1,0.000000,3.356423,2.460000,1.490000,1.474933,0,08/19/2021 11:15,0.002533,,,,
WASP-90 b,21h02m07.67s,315.531949,07d03m22.61s,7.056279,,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,3.916243,3.355200,0.710000,0.715675,0,08/20/2021 09:12,0.002960,,,,
WASP-91 b,23h51m23.14s,357.846434,-70d09m10.30s,-70.152862,,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>,Transit Ephemeris,1,1,0.000000,2.798581,2.342400,1.500000,1.514776,0,08/19/2021 14:57,0.003575,,,,
WASP-92 b,16h26m46.09s,246.692040,51d02m28.08s,51.041133,,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>,Transit Ephemeris,1,1,0.000000,2.174674,2.767200,1.254000,1.253469,0,08/18/2021 21:35,0.002524,,,,
WASP-93 b,00h37m50.10s,9.458744,51d17m19.60s,51.288778,,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>,Transit Ephemeris,1,1,0.000000,2.732532,2.234400,1.097000,1.159607,0,08/19/2021 13:03,0.002914,,,,
LP 791-18 c,11h02m45.72s,165.690484,-16d24m23.20s,-16.406444,,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,Transit Ephemeris,1,1,0.000000,4.989963,1.208000,,1.533801,0,08/23/2021 04:37,0.008410,,,,
MASCARA-1 b,21h10m12.37s,317.551526,10d44m20.03s,10.738897,,<a refstr=TALENS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..73T/abstract target=ref>Talens et al. 2017</a>,Transit Ephemeris,1,1,0.000000,2.148780,4.050000,,0.538784,0,08/19/2021 09:28,0.010744,,,,
MASCARA-4 b,09h50m19.22s,147.580067,-66d06m50.13s,-66.113925,,<a refstr=DORVAL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A..60D/abstract target=ref>Dorval et al. 2020</a>,Transit Ephemeris,1,1,0.000000,2.824060,3.960000,,0.670581,0,08/19/2021 17:30,0.012990,,,,
NGTS-1 b,05h30m51.41s,82.714213,-36d37m51.53s,-36.630981,,<a refstr=BAYLISS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4467B/abstract target=ref>Bayliss et al. 2018</a>,Transit Ephemeris,1,1,0.000000,2.647298,1.230000,,5.689380,0,08/20/2021 04:45,0.013660,,,,
NGTS-10 b,06h07m29.35s,91.872280,-25d35m41.63s,-25.594896,,<a refstr=MCCORMAC_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..126M/abstract target=ref>McCormac et al. 2020</a>,Transit Ephemeris,1,1,0.000000,0.766894,1.091000,,3.156308,0,08/18/2021 18:47,0.000924,,,,
WASP-12 b,06h30m32.79s,97.636645,29d40m20.16s,29.672266,,<a refstr=COLLINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...78C/abstract target=ref>Collins et al. 2017</a>,Transit Ephemeris,0,1,0.000000,1.091420,2.995900,1.389000,1.388459,1,08/18/2021 23:20,0.000497,,,,
WASP-120 b,04h10m27.86s,62.616081,-45d53m53.68s,-45.898243,,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,Transit Ephemeris,1,1,0.000000,3.611271,3.559200,0.655000,0.655229,0,08/21/2021 15:57,0.003688,,,,
WASP-121 b,07h10m24.06s,107.600231,-39d05m50.17s,-39.097271,,<a refstr=DELREZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.458.4025D/abstract target=ref>Delrez et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.274925,2.887200,1.551000,1.727880,0,08/19/2021 03:28,0.000551,,,,
WASP-123 b,19h17m55.01s,289.479212,-32d51m36.45s,-32.860124,,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,Transit Ephemeris,1,1,0.000000,2.977641,3.093600,1.110000,1.110952,0,08/21/2021 03:06,0.002400,,,,
WASP-124 b,22h10m51.44s,332.714337,-30d44m58.99s,-30.749719,,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,Transit Ephemeris,1,1,0.000000,3.372650,2.570400,,1.560680,0,08/20/2021 06:34,0.000817,,,,
WASP-129 b,11h45m11.77s,176.299052,-42d03m50.25s,-42.063958,,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,Transit Ephemeris,1,1,0.000000,5.748145,2.685600,,1.127591,0,08/20/2021 21:45,0.001884,,,,
WASP-13 b,09h20m24.71s,140.102965,33d52m56.38s,33.882329,,<a refstr=BROTHWELL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.3392B/abstract target=ref>Brothwell et al. 2014</a>,Transit Ephemeris,0,1,0.000000,4.353014,4.003000,,2.090543,0,08/18/2021 20:15,0.003103,,,,
WASP-96 b,00h04m11.18s,1.046570,-47d21m38.29s,-47.360635,,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,Transit Ephemeris,1,1,0.000000,3.425260,2.426400,1.380000,1.379287,0,08/20/2021 11:30,0.002714,,,,
WD 1856+534 b,18h57m39.76s,284.415675,53d30m32.49s,53.509024,,<a refstr=VANDERBURG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200907282V/abstract target=ref>Vanderburg et al. 2020</a>,Transit Ephemeris,1,1,0.000000,1.407941,0.133300,56.650000,5297.381318,0,08/18/2021 19:57,0.000524,,,,
NGTS-11 b,01h34m05.15s,23.521450,-14d25m08.94s,-14.419149,,<a refstr=GILL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200500006G/abstract target=ref>Gill et al. 2020</a>,Transit Ephemeris,1,1,0.000000,35.455330,3.590000,,1.018283,0,08/27/2021 20:44,0.007300,,,,
NGTS-12 b,11h44m59.99s,176.249942,-35d38m26.03s,-35.640563,,<a refstr=BRYANT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.2785B/abstract target=ref>Bryant et al. 2020</a>,Transit Ephemeris,1,1,0.000000,7.532806,5.850000,,0.459352,0,08/20/2021 03:51,0.007268,,,,
